PALABRA,TEMATICA - HOMOLOGACION,TEMATICA - PQR,SUBTEMATICA - SEGUIMIENTO RESPUESTA ,SUBTEMATICA - EQUIPO BLOQUEADO,SUBTEMATICA - OTROS,SUBTEMATICA - IMPOSIBILIDAD OBTENER REQUISITOS,SUBTEMATICA - PROBLEMAS DE REGISTRO,SUBTEMATICA - REALIZAR EL TRAMITE HOMOLOGACION,SUBTEMATICA - PETICION POR FORMULARIO,SUBTEMATICA - EQUIPO NO HOMOLOGABLE VENDIDO POR AUTORIZADO,SUBTEMATICA - CONSULTA DE PERTINENCIA,SUBTEMATICA - EQUIPO NO HOMOLOGABLE VENDIDO POR COMERCIO COLOMBIANO,SUBTEMATICA - CORRECION CARTA DE HOMOLOGACION,SUBTEMATICA - COMPLEMENTACION POSTULACION,SUB-SUBTEMATICA - NO APLICA
1.12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
electrohuila,0,41,0,0,0,0,0,0,41,0,0,0,0,0,41
xiaomi,20,0,0,20,0,0,0,0,0,0,0,0,0,0,20
razones,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
archivos,1,2,0,0,0,0,0,0,2,1,0,0,0,0,3
deberían,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6812457,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
maneja,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4
5050,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
3279,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2
marquilla,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
franca,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
indicar,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
lopez,0,13,0,0,0,0,0,0,13,0,0,0,0,0,13
reconocidos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
ajustes,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
productcompliancespecialists.com,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
sky,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
electricista,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
emite,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
previstos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
6,1,22,0,0,1,0,0,0,22,0,0,0,0,0,23
bolivar,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
arroja,3,0,0,2,1,0,0,0,0,0,0,0,0,0,3
6-75,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
ms.,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2
envié,10,0,1,9,0,0,0,0,0,0,0,0,0,0,10
maxcell,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2
almacén,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2
hieroms,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
notebook,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2
configuración,2,1,0,1,0,1,0,0,1,0,0,0,0,0,3
acerco,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
then,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
jnornzevofvwg67s,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
gracias,31,37,3,18,1,1,0,1,37,1,5,0,1,1,68
immediately,0,8,0,0,0,0,0,0,8,0,0,0,0,0,8
robusto,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
associate,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
contractual,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
buscando,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
system,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2
parámetros,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
65,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
the,16,77,0,0,0,0,0,0,77,4,12,0,0,0,93
electrónico,5,12,0,2,0,0,0,0,12,1,2,0,0,0,17
recibo.-,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
intervención,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
reputa,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
on,1,9,0,0,0,0,0,0,9,0,1,0,0,0,10
revisado,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
eventos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
cambria,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
kitel,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
desmontada,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
018000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
inform,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
aprobacion,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
facturaciones,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
certificado,12,2,0,12,0,0,0,0,2,0,0,0,0,0,14
94,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
asuntos,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
reglamentacion,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2
evade,0,6,0,0,0,0,0,0,6,0,0,0,0,0,6
1.098.151.563,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
iecisa.com.co,0,12,0,0,0,0,0,0,12,0,0,0,0,0,12
po,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
rechazo,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
asigna,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
duda,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
iniciativa,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
//www.pnn.gov.co/encuestacare,1,2,0,0,0,0,0,0,2,0,1,0,0,0,3
259,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
darme,0,6,0,0,0,0,0,0,6,0,0,0,0,0,6
trajo,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
transversal,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2017548702,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
elimínelo,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
¿¿¿,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
promedico.com.co,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
adjuntos,1,8,0,0,0,0,0,0,8,1,0,0,0,0,9
proceso,42,14,2,30,2,5,0,0,14,1,0,0,1,1,56
celmedia_carta,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
administrativo,0,15,0,0,0,0,0,0,15,0,0,0,0,0,15
tardar,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
linio,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
espectro,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
interesada,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
fija,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
rogamos-lhe,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
corto,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
marrados,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
inicialmente,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
?,50,39,0,35,1,3,3,0,39,1,6,0,1,0,89
untelfono,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
visita,0,16,0,0,0,0,0,0,16,0,0,0,0,0,16
generales,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
satelitales,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
poderoso,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
ao,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
74204629,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
dispercion,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
116093977,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
contratiempos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
officer,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
020-01-2.015,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
verificación,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
434208684,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
leitura,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
l,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
límite,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2
orozco,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
inquietud,2,5,0,0,1,0,0,0,5,1,0,0,0,0,7
48,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
obligado,1,2,0,1,0,0,0,0,2,0,0,0,0,0,3
engaño,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
datacenter,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
aún,2,2,0,2,0,0,0,0,2,0,0,0,0,0,4
universidad,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2
llegada,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
instancias,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
llamadas,2,19,0,1,0,0,0,0,19,0,1,0,0,0,21
correspondientes,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2017717026,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
digan,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
comercio,0,12,0,0,0,0,0,0,12,0,0,0,0,0,12
presentar,4,17,1,3,0,0,0,0,17,0,0,0,0,0,21
tecnología,3,2,0,3,0,0,0,0,2,0,0,0,0,0,5
confirmada,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
super,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
americana,5,0,0,5,0,0,0,0,0,0,0,0,0,0,5
comercialidad,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
poderle,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
rico,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
gama,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
patch,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
potencia,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2
virtual,2,1,0,2,0,0,0,0,1,0,0,0,0,0,3
51,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
legalizarlo,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
afectado,1,2,0,1,0,0,0,0,2,0,0,0,0,0,3
excepcionar,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
sábados,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
430,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
vulneradas,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
distrital,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
“caen”,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
63.359.320,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
13.925.033,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
disclosed,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
02:41,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
tjk933,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
6.000,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
desplazarme,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
356878021009534,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
sulfure,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
providencia,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
volví,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
presentarla,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2
hallaran,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
representante,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
reparar,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
propio,2,1,0,1,0,1,0,0,1,0,0,0,0,0,3
estime,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
deberíamos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
comuníquese,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
contenido,2,13,0,1,0,0,0,0,13,1,0,0,0,0,15
pueda,5,15,0,2,0,0,0,0,15,0,1,0,1,1,20
detección,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
recuerdo,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
texto,3,4,0,3,0,0,0,0,4,0,0,0,0,0,7
a916,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
australia,1,1,0,0,0,1,0,0,1,0,0,0,0,0,2
ocaciones,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
superior,1,5,0,1,0,0,0,0,5,0,0,0,0,0,6
ruptura,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
certifica,2,2,0,0,0,0,0,0,2,0,2,0,0,0,4
chino,9,0,0,8,0,1,0,0,0,0,0,0,0,0,9
samsung,2,1,1,0,0,0,1,0,1,0,0,0,0,0,3
plan,0,24,0,0,0,0,0,0,24,0,0,0,0,0,24
mr,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
unica,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
“atención,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
colegas,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
plazo,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
denuncia,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
ciento,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
argel,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
¿cómo,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
castillo,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
consejo,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
integrados,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
imagino,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
fundamentada,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
actualización,1,4,0,1,0,0,0,0,4,0,0,0,0,0,5
inconveniente,4,12,0,3,1,0,0,0,12,0,0,0,0,0,16
malo,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
d,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
alrededor,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
lenovo,6,0,0,3,0,0,0,0,0,0,0,0,3,0,6
2:55pm,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
torre,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
mib2,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
diempre,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
confirming,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
título,0,6,0,0,0,0,0,0,6,0,0,0,0,0,6
apliquen,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
puntuales,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
latinoamérica,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
imprima,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
presentado,1,3,0,1,0,0,0,0,3,0,0,0,0,0,4
70,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
fun,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
fraude,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
ingresaron,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
comprobar,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
nubia.leon,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
productos,6,21,0,4,0,0,0,0,21,0,2,0,0,0,27
responsabilidades,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
consumirse,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
speedy,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
previo,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
00699383,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
consumirá,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
afirmación,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
consiste,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
27693929,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
11:59,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
voltios,0,6,0,0,0,0,0,0,6,0,0,0,0,0,6
ofrezcan,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
1480,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
loa,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
operarios,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
©,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
pérez,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
20460332,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
latina,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
aruba,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
vecino,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
apreciar,1,2,0,1,0,0,0,0,2,0,0,0,0,0,3
verizon,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1993,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
imprescriptible,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
contador,0,18,0,0,0,0,0,0,18,0,0,0,0,0,18
así­,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3
strictly,1,8,0,0,0,0,0,0,8,1,0,0,0,0,9
3496,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
elección,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
78,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
ingeniera,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
asimismo,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
fundamental,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
débil,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
indice,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
c,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
radiofrecuencias,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
robledo,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
techo,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
att,1,3,0,0,0,0,0,0,3,0,0,0,1,0,4
include,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
centro,2,4,0,0,1,0,0,0,4,0,0,1,0,0,6
trave,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2
responder,2,4,0,2,0,0,0,0,4,0,0,0,0,0,6
facturación”,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
protección,0,10,0,0,0,0,0,0,10,0,0,0,0,0,10
238463,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
aclarado,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
vulnerar,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4x,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
house,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
diarias,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
acciones,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
fijar,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
industria,0,9,0,0,0,0,0,0,9,0,0,0,0,0,9
notified,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
3000106-3000107,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
económico,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
consultas,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
acto,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
well,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
reglas,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2
requirement,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
personalmente,1,3,0,1,0,0,0,0,3,0,0,0,0,0,4
asiático,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3
cnp,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
should,1,2,0,0,0,0,0,0,2,0,1,0,0,0,3
telmex.net.co,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
wuku,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2
presente,12,37,1,9,0,0,0,1,37,0,0,1,0,0,49
cadena,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
identificaron,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
trato,4,0,1,3,0,0,0,0,0,0,0,0,0,0,4
circumstance,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
encuentran,3,2,0,2,0,1,0,0,2,0,0,0,0,0,5
puntos,1,1,0,0,0,0,0,0,1,0,1,0,0,0,2
correo-e,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
llegaba,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
inenajenable,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
02:11,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
permitido,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
asociado,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
gsm,2,0,0,1,0,0,0,0,0,0,1,0,0,0,2
adulterado,17,0,1,16,0,0,0,0,0,0,0,0,0,0,17
estructurado,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
2001,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
ok,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
nadie,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2
parroquia,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
result,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
externo,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
abuso,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
sana,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
ciudadana,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
logo,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
confidencial,3,29,0,0,0,0,0,0,29,0,1,0,1,1,32
pregunto,2,2,0,1,0,0,1,0,2,0,0,0,0,0,4
trasera,3,0,0,2,0,0,0,0,0,0,0,0,0,1,3
diciéndome,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
291,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
fábrica,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ciertas,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
manifieste,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
agendar,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
refiere,1,4,0,1,0,0,0,0,4,0,0,0,0,0,5
respuestas,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
calderón,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
lunes,0,7,0,0,0,0,0,0,7,0,0,0,0,0,7
disponia,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
mp,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
menores,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
oficina,0,12,0,0,0,0,0,0,12,0,0,0,0,0,12
fabricantes,2,2,0,2,0,0,0,0,2,0,0,0,0,0,4
camila,0,9,0,0,0,0,0,0,9,0,0,0,0,0,9
subir,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
legal,10,18,0,9,0,0,0,0,18,1,0,0,0,0,28
rey,0,8,0,0,0,0,0,0,8,0,0,0,0,0,8
galaxia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
cometida,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
dé,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
régimen,0,11,0,0,0,0,0,0,11,0,0,0,0,0,11
virtude,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
expliqué,2,1,0,2,0,0,0,0,1,0,0,0,0,0,3
exigir,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
q,9,0,0,8,0,0,0,1,0,0,0,0,0,0,9
respondiendo,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2
201580106,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3
24-11-2.014,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
individuales,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
aceptaba,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
eventual,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
form,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
reglamentos,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
soportes,2,12,0,2,0,0,0,0,12,0,0,0,0,0,14
é,0,10,0,0,0,0,0,0,10,0,0,0,0,0,10
frente,3,5,2,1,0,0,0,0,5,0,0,0,0,0,8
comite,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
rango,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
circular,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
estoy.-,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
mesa,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
gonzalez,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
liliana,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
contratiempo,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
aprovechando,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
solicitude,1,2,0,0,0,0,0,0,2,0,1,0,0,0,3
informaciã³n,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2
cun,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
importaciones,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
consumidor,0,28,0,0,0,0,0,0,28,0,0,0,0,0,28
popayán,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
enrique,0,5,0,0,0,0,0,0,5,0,0,0,0,0,5
chanaga,0,8,0,0,0,0,0,0,8,0,0,0,0,0,8
indicando,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
hija,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
mayo,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
timeout,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
asunto,3,30,1,0,1,0,0,0,30,0,0,0,0,1,33
resume,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
comunica,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
3123126142,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
radicar,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
dejarse,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
escribieron,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
pretendo,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1mb,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
conocerá,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
cédula,1,7,0,1,0,0,0,0,7,0,0,0,0,0,8
ficha,0,4,0,0,0,0,0,0,4,0,0,0,0,0,4
helm,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
protocolos,2,0,0,1,0,0,0,0,0,0,1,0,0,0,2
galaxy,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2
reconozca,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3
needed,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
dv,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
autorice,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
implementar,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
